"X","Y","Year","Month Number","Basal area"
574250.188314021,2456471.28623355,2003,5,48.8906489630694
553205.555013232,2493695.03189143,2003,2,0
552478.188285492,2457336.60659667,2003,12,0
564106.429883949,2491352.7294014,2003,9,0
544457.797673084,2498617.39670727,2003,4,116.066248635923
557377.678409256,2472799.2888166,2003,3,68.621456180273
533031.277183369,2470304.31779426,2003,1,66.3716114384574
545536.733366959,2476556.12437386,2003,11,14.7577724393111
569489.121020772,2478371.58525974,2003,6,123.801042038304
534030.561285764,2476800.53024504,2003,12,58.7273320889469
579539.756476991,2460400.23172878,2003,10,29.9741616913606
573683.158876263,2488947.70972423,2003,1,101.20679402469
535566.236700453,2463130.53550884,2003,9,34.9698742093568
570917.327233292,2487272.79167134,2003,5,23.4570555113208
566189.060684703,2491726.51739351,2003,6,76.0715263579521
572842.738127187,2476351.08185731,2003,7,70.7254565752859
559973.861859441,2494788.63134302,2003,4,124.02959847914
546784.418708123,2482632.00497136,2003,7,40.8049294101009
565184.907255583,2471457.89166909,2003,9,106.487222726255
573832.203848697,2490266.38357472,2003,5,76.2585458746311
534569.9709443,2498919.11904901,2003,6,68.2004008716287
569721.805095971,2488563.8707589,2003,2,60.2930607106884
556967.204486802,2462701.3865272,2003,2,179.103109856765
553717.953732647,2459518.29474576,2003,4,126.897991132136
548928.816604167,2497052.75664426,2003,3,0
533098.683517724,2466784.60172981,2003,1,23.4825040488991
533155.092223585,2483229.81160421,2003,12,0
551831.979755871,2469452.12165039,2003,8,77.457084955098
579100.245324858,2467650.575395,2003,11,59.7938657828249
543467.0383377,2494090.43093655,2003,1,25.4987856319531
547519.156298004,2494750.7148923,2003,3,96.5903659183805
574461.306889951,2478183.82796571,2003,3,0
572073.047987334,2478323.43221273,2003,9,93.4343841271398
550792.402009182,2452977.5757765,2003,8,0
562312.082031146,2465895.90390336,2004,8,115.974797579156
564410.675086342,2453791.23350527,2004,10,55.2779716892756
572536.588314548,2491533.35203901,2004,4,146.176250121707
551075.286029242,2474472.64111724,2004,9,0
534931.020405516,2480196.64828356,2004,11,0
576721.549152844,2486959.68050059,2004,7,0
574037.316377945,2475086.27978027,2004,9,119.85218116395
550423.677624911,2465375.05504068,2004,11,40.2604670418426
555755.571745187,2467760.52311957,2004,12,34.8847166745168
543577.928745411,2473574.69724759,2004,8,31.3526892368076
533076.891982444,2484085.15000936,2004,6,0
577791.050853319,2452768.19239702,2004,2,85.4206555890955
539085.434546806,2483305.98096352,2004,9,0
562141.105943061,2472220.81541914,2004,9,44.4111405810153
542514.081966095,2494235.93153071,2004,9,98.5091813537199
565488.088070713,2452656.41873956,2004,6,50.7810117689455
541336.190095805,2487223.71356744,2004,3,0
540178.25383354,2485619.0978938,2004,4,0
533795.911582075,2487760.61709337,2004,8,11.9166150368833
561270.257985704,2484830.21924071,2004,8,0
532091.42899476,2471781.71648622,2004,8,0
560296.468374319,2452746.55026168,2004,8,61.1477129693334
561833.350780495,2496597.78399952,2004,7,57.6862337616048
540753.073942959,2454775.39314412,2004,10,0
559726.506391503,2485900.49060218,2004,10,14.5294858891283
552864.550388977,2491333.719588,2004,9,0
568092.209144868,2479929.01676096,2005,8,92.4496187321794
543588.464396819,2484093.87592528,2005,5,0
546298.212207556,2472936.32013608,2005,10,7.11770403729469
572210.071547069,2493916.92430653,2005,9,0
549213.466809578,2453284.77792848,2005,4,0
559080.055000484,2490778.85894999,2005,9,47.9250366615767
559329.94815398,2463287.98491433,2005,11,127.510884425189
538930.277932696,2463698.81841976,2005,6,49.264386434683
532409.377189167,2467132.40497384,2005,5,0
555825.212754495,2488995.74677888,2005,9,73.4131569478124
538154.493910968,2475966.72114108,2005,3,0
537853.951566182,2462430.12933515,2005,12,40.8745765676129
532430.231886059,2462264.63040505,2005,11,0
542995.971045345,2468069.67449643,2005,7,0
556727.633852363,2465244.67365976,2005,3,30.6429235366303
550242.23331593,2474750.08656815,2005,4,0
545776.510944888,2494878.55469611,2005,1,41.4185137947676
532544.954438433,2466605.67567971,2005,1,40.2686077811046
570655.746552497,2477439.21282329,2005,7,231.666484312589
554626.431850567,2478510.4351005,2005,9,114.402083535817
561000.542526729,2471120.0866618,2005,7,0
541676.687577926,2465986.4237329,2005,4,107.068405093766
549660.026512966,2476440.30372601,2005,7,158.356197430584
575978.651482835,2465670.74785478,2005,3,54.8337215582101
551554.241209477,2486723.95687159,2005,7,81.6051685161687
537009.303145632,2482645.64862877,2005,11,0
578879.089315943,2473299.2971326,2006,5,0
554630.075485557,2495828.07072304,2006,6,0
556622.515390255,2459961.22440614,2006,9,0
546038.895327263,2471080.41811202,2006,8,0
546590.918173492,2490337.6262163,2006,4,0
553399.590592347,2456680.71768939,2006,2,85.2703587389664
579295.06207332,2455956.36404239,2006,1,128.050485381483
579335.329695605,2454813.2319041,2006,12,188.211299507569
570759.502876215,2492618.19384269,2006,5,46.8467336980019
543487.562060952,2473635.25085106,2006,12,0
568332.978372015,2473024.11403168,2006,2,121.042163768471
545646.263906322,2469959.15150143,2006,12,28.5296238177552
549073.171897307,2490476.25804745,2006,8,9.36227998285619
573179.472482577,2480648.10696092,2006,9,118.663240108177
577151.391523853,2454918.33483733,2006,4,116.387308505206
543245.912313759,2484082.52660811,2006,11,18.5547908490878
532977.682071961,2468245.55356391,2006,7,106.562602630817
559780.196528323,2465878.23919386,2006,9,0
546754.788767584,2464397.70656519,2006,11,133.912982844602
539072.607785314,2496429.61245757,2006,10,62.3054510189763
542438.067798056,2499948.23404875,2006,4,0
538318.755625337,2486281.94668878,2006,9,0
551206.988590322,2489012.68437751,2006,7,59.479320122014
535154.621474594,2481147.32906692,2006,5,0
534190.793654099,2481704.85044979,2006,10,118.671645885433
572550.166129656,2496905.52647065,2006,7,58.507756941709
550407.232677005,2481465.59964441,2006,3,44.8594135570482
540726.410259157,2485804.38312396,2006,4,19.3000201727773
541458.754322827,2488052.5457301,2007,9,0
570464.259223714,2465948.46412163,2007,12,130.992801223459
579423.626444265,2464878.84997278,2007,7,154.785482945568
539173.507636786,2479088.54863793,2007,2,0
533909.976340681,2490047.69655574,2007,7,0
535240.782910958,2485027.35014312,2007,1,0
572662.832662202,2489167.58788027,2007,9,114.668356806808
571506.878555641,2454641.86387397,2007,8,0
566582.762216292,2452310.60120516,2007,12,16.3388755981628
572077.199679315,2479534.1269977,2007,2,148.534716710085
571368.400863558,2463029.61915441,2007,7,139.085094504722
548504.906734563,2475661.12478439,2007,12,45.2806681582058
558838.071483783,2466045.00475213,2007,9,98.7737167808045
572352.766568474,2467322.47162849,2007,11,116.012011105778
559902.649119571,2459052.64257714,2007,7,129.046602480222
572748.555156067,2458663.62701848,2007,9,67.7370169494888
574012.460461669,2454574.70905628,2007,2,138.744422104682
549869.068904445,2459413.13165426,2007,9,0
535860.734225996,2471540.43619666,2007,7,291.043103315576
573981.728669219,2461100.0834522,2007,12,159.674544191015
573405.400205366,2453247.77808189,2007,5,65.9272761220776
536600.259192064,2459118.90814621,2007,5,43.4335287358559
563538.699641526,2471799.87756565,2007,1,331.232201510416
570808.885480016,2491271.58105012,2007,3,65.4826651998157
576487.338198982,2497333.17063648,2007,4,45.3777483386282
547405.641171969,2456559.62732896,2007,5,0
562470.217968374,2483330.32238964,2007,11,95.4626672176055
577885.492470413,2477922.92360291,2007,11,163.025688239815
579619.608256929,2454189.31083813,2007,4,52.5253226730943
568182.304042205,2457083.76588367,2007,9,117.692126670039
574064.44205448,2485908.65125362,2007,12,0
568349.469342381,2471387.283534,2007,7,183.297949784816
536121.150578074,2489594.53654259,2007,8,22.2429216700236
559171.000107005,2466033.85788396,2007,4,126.795283003672
574478.076092787,2456468.44383944,2008,4,145.359987442558
553213.949641921,2493331.16634957,2008,1,0
552479.4164709,2457404.12756126,2008,10,64.6536303867601
563748.181422539,2490941.55708134,2008,7,79.4096092137774
544221.67719584,2498792.29029261,2008,4,73.8544849648847
557112.882770374,2472684.03310511,2008,10,0
533307.482726052,2470495.64702302,2008,10,82.0055494379492
545716.663812473,2476894.97117762,2008,9,0
569526.115885153,2478029.94517904,2008,6,0
534122.265446149,2476837.29957543,2008,12,0
579812.445628904,2460467.21525647,2008,2,55.1455601423533
573585.009310059,2488517.82885704,2008,1,69.0205917039266
535494.824420661,2463044.44502909,2008,11,0
571175.593924373,2487230.77893458,2008,6,0
566306.239370853,2491459.70716812,2008,8,98.7356593855767
573058.711633645,2476209.49253544,2008,6,167.6478679868
559909.044242799,2495061.25163838,2008,12,0
546689.161182381,2482456.14993669,2008,5,0
565278.64934586,2471253.31198312,2008,1,89.1075801873061
573912.684242874,2490333.43972668,2008,4,32.0321282255409
534820.594066232,2498888.12333513,2008,2,0
569660.697150528,2488536.94507647,2008,11,112.487494346571
557384.631778747,2462966.9697877,2008,6,100.985392074752
553882.818733715,2459323.63108013,2008,2,0
549087.862471417,2496920.23028258,2008,1,0
533157.39527978,2466877.86766116,2008,10,81.1529946190485
533043.207179233,2483614.89306845,2008,11,0
551792.799538672,2469296.5776911,2008,4,0
579474.89670027,2467388.36807888,2008,7,111.25418818769
543310.621382631,2494016.81771874,2008,2,0
547511.216625385,2495050.17428938,2008,3,0
574591.901767217,2478061.72577221,2008,12,91.7309527449058
571999.012463987,2477959.87837955,2008,9,109.23894210586
550713.671917655,2453346.76453564,2008,12,0
562697.938602939,2465831.79566439,2009,5,69.3984407378669
564288.719770387,2453839.8783391,2009,2,206.700885305707
572487.24485781,2491770.52089598,2009,6,54.9517484338072
550744.289906099,2474116.18857749,2009,8,0
535327.214538194,2480260.74206486,2009,6,0
576984.110977761,2486798.91341064,2009,10,0
573821.436421685,2475097.44775318,2009,9,146.322367542776
550342.28204336,2465370.58039218,2009,6,36.418033823264
555790.209974013,2467783.45384613,2009,7,67.9904220174679
543876.979613788,2473504.15453773,2009,7,37.3486645705226
533015.619917773,2483981.98881809,2009,10,208.379781324497
577652.660170756,2452728.72581568,2009,5,392.584815577427
539136.658538841,2483505.55397544,2009,7,0
562130.119744465,2472395.14738075,2009,2,77.331821611179
542254.657327831,2494034.6176669,2009,4,92.7484497478437
565126.457440071,2452564.14407834,2009,6,87.8970344313374
541228.965917118,2487252.48034105,2009,7,24.1549359051229
540329.770549759,2485824.72690463,2009,7,32.7913761400169
533860.461615287,2487705.91190673,2009,3,0
561292.86947675,2485102.96050292,2009,12,32.2142190809998
532453.324636258,2471990.68893306,2009,12,0
559923.01087182,2452531.15265746,2009,10,59.811838308805
561839.855773933,2496174.63339053,2009,2,200.195587980714
540731.707943268,2454613.22491635,2009,12,0
559602.637372948,2485818.12879395,2009,3,37.5975497833855
553069.988913797,2491292.4813002,2009,12,19.5546285879533
568321.068785861,2480084.73857809,2010,4,55.9959282069705
543860.516639426,2483685.74953195,2010,10,0
546219.061231054,2473061.35596942,2010,3,0
571949.022797495,2494090.29752661,2010,10,131.834037274442
548953.594419993,2453209.42073591,2010,4,0
559054.837713204,2490839.57560327,2010,11,50.2842331235796
558882.521395236,2463416.27229489,2010,4,93.077862135916
539067.785351425,2463578.76587305,2010,10,92.9321478767577
532221.008621268,2466933.60007036,2010,8,49.9966696899291
555634.521584585,2489432.28952985,2010,7,0
537849.64777831,2475713.14839289,2010,7,90.2354486516026
537863.18608962,2462202.24223241,2010,8,0
532411.32467743,2462426.17322337,2010,3,102.60772850297
542753.493781127,2468090.84332269,2010,9,70.120125419713
556758.801442534,2465429.814707,2010,3,41.388561404076
550304.859557189,2474627.22614422,2010,4,28.5360895169135
545559.671936966,2495103.70446093,2010,8,82.8015603508931
532875.395888239,2466423.36775944,2010,4,0
570865.65039441,2477153.24905563,2010,4,164.488079630703
554726.308748871,2478726.21284112,2010,10,141.773233485535
560949.330588654,2470745.91500137,2010,7,166.049336984759
541818.930166997,2466071.76452093,2010,11,93.0535625076588
549373.628784344,2476082.47583989,2010,8,48.3994184917171
575825.159276538,2465861.89190384,2010,10,76.9810981244393
551298.280763514,2487034.8300571,2010,10,0
537057.259301059,2482451.16632316,2010,9,0
578713.287781477,2473411.13830395,2011,11,106.608035058269
554887.097136676,2495807.66736604,2011,3,112.033695890344
556862.647384889,2460140.3993905,2011,6,0
546237.177667804,2471052.01057851,2011,10,0
546579.083851352,2489989.85097744,2011,3,0
553369.755419232,2456383.07934359,2011,3,64.8750966812427
579069.089327641,2455880.315166,2011,3,117.591912778403
579412.25592088,2454572.90361993,2011,8,119.304889434591
570537.944463529,2492704.3252724,2011,1,58.4777975001171
543124.30605568,2473957.65165851,2011,10,0
568396.015305631,2472969.29609705,2011,6,122.894070196635
545790.929765962,2470143.93212572,2011,5,41.1142798570894
549151.792218201,2490834.45162527,2011,4,0
573246.567680128,2480593.63862306,2011,9,84.2316652873299
577262.962404303,2455221.12504136,2011,12,66.2190021710447
543067.02100195,2483957.36961123,2011,4,0
533138.544698618,2467861.81061909,2011,3,90.3423796911799
559444.777246378,2465734.18030549,2011,10,0
546523.151821308,2464394.84306499,2011,3,0
538961.595451646,2496591.51067808,2011,6,47.7411178184244
542172.94911202,2499994.81038645,2011,11,84.7724893859825
538591.873319931,2486260.76551285,2011,1,49.842746832871
551663.299345225,2488992.38371659,2011,3,80.7762065318496
534958.246261887,2480984.20505509,2011,11,78.0125818021967
534323.04964073,2481688.28739349,2011,2,50.843700751622
572726.708999723,2496898.07858251,2011,11,59.0079155078843
550702.485831901,2481757.9060363,2011,5,45.3497013352072
540859.739663601,2485607.85161804,2011,4,0
541164.629567228,2488356.97761267,2012,11,0
570537.686401829,2465968.05712037,2012,3,183.708322904633
579054.080127105,2464549.83835865,2012,11,210.113259586985
539093.707910813,2479307.9119245,2012,6,0
533536.468029656,2490276.76072724,2012,9,0
535087.839897573,2485013.8453107,2012,2,0
572404.75322105,2489238.49589761,2012,11,158.73074384214
571826.032340191,2454827.5575934,2012,1,86.4308031416892
566716.490343958,2452350.79189967,2012,8,23.390558920218
572193.275698051,2479457.81227015,2012,11,98.1496652569
571640.127420165,2462699.7423619,2012,9,77.3520750833266
548676.404628977,2475549.87113673,2012,5,39.8498673319664
558654.432853796,2465930.34757458,2012,11,95.3741604245422
572629.389073737,2467141.90841343,2012,10,85.1872390961073
560143.922013268,2458958.5640632,2012,7,44.6580804230563
572478.50842014,2458318.3913881,2012,4,183.771956294935
573799.270991832,2454478.95509735,2012,3,158.647462019866
550124.108017981,2459634.24528997,2012,6,0
536018.974886835,2471262.83462118,2012,8,119.88777556523
574043.162638955,2460985.9832529,2012,11,95.8298051879246
573466.2436717,2453289.53858115,2012,2,115.927756675927
536386.335844137,2459029.88833055,2012,2,82.3608846501132
563545.774233229,2472032.84466218,2012,7,130.663603499058
570398.240204528,2491257.54385542,2012,2,49.1057709753153
576360.659505688,2497278.43603976,2012,5,160.551311973156
547695.719036534,2456456.94474962,2012,5,0
562253.013700135,2483226.92204479,2012,4,58.7208296245836
577954.250239693,2478280.70793968,2012,6,124.412615480495
579918.117757738,2454307.85054117,2012,11,135.686052081878
567998.74695953,2457108.81512284,2012,3,83.9850654692263
574004.900468141,2485944.8901936,2012,8,190.403696350436
568319.141167179,2471644.37090516,2012,1,189.505176222273
536138.719187044,2489462.59607606,2012,1,0
559345.557484366,2466185.89008946,2012,7,82.9952535602746
